farm_id,rows,mae_mw,rmse_mw,r2
Borssele_12,43824,102.92383743748165,140.70921668891404,0.7561686664906557
Borssele_34,43824,107.395984657936,143.21150597212545,0.7184720866086859
Gemini,43824,72.20350221895504,102.05232634558786,0.7209757892435745
Hollandse_Kust_Noord,43824,107.71024577905237,148.758775618291,0.7195545048848095
Hollandse_Kust_Zuid,43824,163.45136707625616,233.65969070897924,0.8289178091087668
